obs  precinct  busha bushm gorea gorem brownea brownem nadera naderm harrisa harrism hagelina hagelinm buchanana buchananm mcreynoldsa mcreynoldsm phillipsa phillipsm mooreheada mooreheadm undera underm overa overm
517 219  335 335  334  334 2 2 12 12 1 1 0 0  3  3 0 0 0 0 0 0  3  3   7   7
518 219A 270 270  738  738 2 2  6  6 0 0 0 0  8  8 0 0 0 0 0 0  8  8  23  23
519 219B 389 389  794  796 2 2  9  9 0 0 0 0  4  4 0 0 0 0 0 0  5  3  12  12
520 219C 534 540 1043 1047 2 2  8  8 0 0 1 1  6  7 0 0 1 3 0 0 78 64  34  35
521 219D 435 435  543  543 1 1 10 10 0 0 1 1  1  1 0 0 0 0 0 0  5  5   8   8
522 219E 116 116  320  320 0 0  4  4 0 0 0 0  2  2 0 0 0 0 0 0  1  1  14  14
523 220  326 331  767  769 2 5 13 13 0 0 0 0 24 24 0 2 1 1 1 1 62 47  81  84
524 220A 351 354  647  649 3 3  8  8 0 0 1 1  7  7 1 1 1 1 0 0 43 38  38  38
525 220B 357 358  785  785 1 1 12 12 0 0 0 0  9  9 1 1 0 0 0 0 31 30  44  44
526 221   42  42  971  991 0 0  9 10 0 0 0 0 17 18 2 2 0 0 0 0 83 62 102 101
527 222   65  65 1053 1059 1 1  8  8 0 0 0 0 18 18 2 2 1 1 0 0 25 20 141 140
528 223   65  65 1105 1108 0 1  7  7 0 0 0 0 22 22 3 3 0 0 0 0 50 44 118 120
529 224   448  448  559  559 2 2 16 16 0 0 3 3  1  1 2 2 0 0 0 0  20  20 34 34
530 225   508  509  648  652 1 1 24 25 0 0 0 0 12 13 1 1 2 2 1 1  53  45 28 29
531 226   298  299  588  589 0 0 12 12 0 0 0 0  1  1 0 0 0 0 0 0   7   5 13 13
532 A001   22   22   12   12 1 1  0  0 0 0 0 0  0  0 0 0 0 0 0 0   0   0  1  1
533 A002    0    0    0    0 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
534 A003    0    0    0    0 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
535 A004  382  382  278  278 2 2  7  7 0 0 0 0  2  2 0 0 0 0 0 0  11  11  5  5
536 A005  286  286  213  213 1 1 11 11 0 0 0 0  1  1 0 0 1 1 0 0  14  14  2  2
537 A006   31   31   21   21 0 0  1  1 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
538 A007   41   41   26   26 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   1   1  2  2
539 A008  136  136  141  140 0 0  3  3 0 0 0 0  0  0 0 0 0 0 1 1   4   4  4  5
540 A009  162  162  257  257 0 0  5  5 0 0 0 0  2  2 0 0 0 0 0 0  10  10  3  3
541 A010   58   59   52   52 0 0  1  1 0 0 0 0  1  1 0 0 0 0 0 0   1   0  0  0
542 A011   93   93   81   82 1 1  0  0 0 0 1 1  0  0 0 0 0 0 0 0   5   4  3  3
543 A012   75   75   62   62 0 0  1  1 0 0 0 0  0  0 0 0 0 0 0 0   1   1  2  2
544 A013   29   29   15   15 2 2  0  0 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
545 A014   57   57   86   86 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   3   3  0  0
546 A015   13   13    6    6 0 0  1  1 0 0 0 0  0  0 0 0 0 0 0 0   1   1  0  0
547 A016 1496 1497  834  832 2 2 31 31 0 0 1 1  4  4 0 0 0 0 0 0  46  44 10 13
548 A017  794  795  477  477 3 3 15 15 0 0 0 0  2  2 0 0 0 0 0 0  20  19  5  5
549 A018  858  858  638  638 3 3 22 22 0 0 0 0  4  4 0 0 0 0 0 0  46  46  5  5
550 A019   19   19   11   11 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   1   1  0  0
551 A020  236  236  697  701 1 1  8  8 0 0 0 0  2  2 4 4 0 0 0 0  30  26  8  8
552 A021  121  121   87   87 0 0  4  4 0 0 1 1  0  0 0 0 0 0 0 0   8   8  1  1
553 A022    0    0    0    0 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
554 A023   60   60   48   48 0 0  1  1 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
555 A024  279  279  160  161 1 1  4  3 0 0 0 0  1  1 0 0 0 0 0 0  14  13  1  2
556 A025  314  315  717  718 0 0  7  7 0 0 0 0  2  2 1 1 0 0 0 0  33  31  5  5
557 A026  196  196  423  423 1 1  0  0 0 0 0 0  0  0 1 1 0 0 0 0  29  26  1  2
558 A027  170  170  174  174 0 0  1  1 0 0 0 0  0  0 0 0 0 0 0 0   7   7  3  3
559 A028  439  438  528  532 0 0 12 12 0 0 1 1  4  3 0 0 1 1 3 3  38  36  6  6
560 A029  288  287  559  559 0 0 10 10 0 0 0 0  2  2 0 0 0 0 0 0  29  27  9 12
561 A030   66   66  127  127 1 1  1  1 0 0 0 0  0  0 0 0 0 0 0 0   7   7  1  1
562 A031  264  266 1495 1495 0 0  9  9 0 0 0 0  4  4 1 1 0 0 0 0  54  52 14 14
563 A032  177  177  118  118 2 2  2  2 0 0 0 0  2  2 0 0 0 0 0 0  10  10  4  4
564 A033 1092 1093  864  864 4 4 30 30 1 1 0 0  5  5 0 0 0 0 0 0  46  45 10 10
565 A034  403  403  382  381 0 0  9  9 0 0 0 0  2  2 1 1 0 0 1 1  18  18  2  3
566 A035 1443 1444 3251 3253 9 9 31 31 0 0 1 1 10 10 1 1 3 3 0 0 122 119 31 31
567 A036    0    0    0    0 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   0   0  0  0
568 A037   53   53  204  205 1 1  2  2 0 0 0 0  0  0 0 0 0 0 0 0  12  11  2  2
569 A038 2153 2155 4811 4820 5 5 51 51 0 0 0 0 13 13 5 5 1 1 2 2 179 168 33 33
570 A039  336  337  509  509 2 2  4  4 0 0 0 0  2  2 1 1 0 0 0 0  25  23  3  4
571 A040   37   37   27   27 0 0  1  1 0 0 0 0  1  1 0 0 0 0 0 0   3   3  0  0
572 A041  378  379  350  350 3 3 15 15 0 0 0 0  4  4 0 0 0 0 1 1  12  11  5  5
573 A042   59   60   50   50 0 0  3  3 0 0 0 0  1  1 0 0 0 0 0 0   2   1  0  0
574 A043  249  249  139  139 3 3  7  7 0 0 0 0  0  0 0 0 0 0 0 0   5   4  1  2
575 A044    7    7    6    6 0 0  0  0 0 0 0 0  0  0 0 0 0 0 0 0   1   1  0  0
576 A045   85   85   90   91 0 0  4  4 0 0 0 0  0  0 0 0 0 0 0 0   8   8  4  3
577 A046   68   68  71  71 0 0  1  1 0 0 1 1 0 0 0 0 0 0 0 0 11 11  0  0
578 A047    0    0   0   0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
579 A048  236  236 191 191 2 2  6  6 0 0 0 0 3 3 0 0 0 0 0 0 11 11  1  1
580 A049   30   30  28  28 0 0  2  2 0 0 0 0 0 0 0 0 0 0 0 0  1  1  0  0
581 A050   78   78  57  57 0 0  2  2 0 0 0 0 0 0 0 0 0 0 0 0  8  8  0  0
582 A051   25   25  14  14 0 0  2  2 0 0 0 0 0 0 0 0 0 0 0 0  0  0  2  2
583 A052    0    0   0   0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
584 A053  129  128 138 138 2 2  4  4 0 0 0 0 0 0 0 0 0 0 0 0  8  8  1  2
585 A054   62   61  44  44 0 0  2  2 0 0 0 0 1 1 0 0 0 0 0 0  1  1  1  2
586 A055  371  372 176 176 0 0 10 10 0 0 0 0 2 2 0 0 0 0 0 0 11 10  0  0
587 A056  132  133  31  31 0 0  1  1 0 0 0 0 0 0 0 0 0 0 0 0  5  4  0  0
588 A057  300  301 463 461 1 1  3  3 0 0 1 1 2 2 0 0 0 0 0 0 22 21  0  2
589 A058 1472 1474 785 784 8 8 27 27 0 0 1 1 3 3 0 0 0 0 0 0 58 57  9  9
590 A059   34   34  30  30 0 0  1  1 0 0 0 0 3 3 0 0 0 0 0 0  1  1  0  0
591 A060   66   66  68  68 0 0  4  4 0 0 0 0 0 0 0 0 0 0 0 0  6  6  1  1
592 A061  287  286 194 194 1 1  4  4 0 0 0 0 1 1 0 0 0 0 0 0 11 12  0  0
593 A062   40   40  27  27 2 2  2  2 0 0 0 0 0 0 0 0 0 0 0 0  3  3  1  1
594 A063   34   34  37  37 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  1  1  0  0
595 A064 1031 1033 594 595 1 1 20 21 0 0 1 1 4 4 0 0 0 0 0 0 33 29 10 10
596 A065   32   32  28  28 0 0  3  3 0 0 0 0 0 0 0 0 0 0 0 0  1  1  0  0
597 A066  676  676 426 427 2 2 13 13 0 0 1 1 2 2 0 0 0 0 0 0 21 18  1  3
598 A067   47   47  43  43 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  8  8  2  2
599 A068   52   52  44  44 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  2  2  1  1
600 A069   15   15  11  11 0 0  1  1 0 0 0 0 0 0 0 0 0 0 0 0  2  2  0  0
601 A070  185  185 199 199 2 2  9  9 0 0 0 0 1 1 1 1 0 0 0 0 15 15  4  4
602 A071   11   11  14  14 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
603 A072   40   40  35  35 0 0  1  1 0 0 0 0 0 0 0 0 0 0 0 0  1  1  0  0
604 A073   51   51 153 152 0 0  0  0 0 0 0 0 1 1 0 0 0 0 0 0  6  6  3  4
605 A074  159  159 136 136 0 0  1  1 0 0 0 0 0 0 0 0 0 0 0 0  5  5  1  1
606 A075    5    5   0   0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
607 A076    2    2   0   0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
608 A077   14   14   8   8 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  1  1  1  1
609 A078  145  144 776 782 4 4  8  8 0 0 0 0 2 2 0 0 1 1 0 0 40 35 26 26
610 A079    0    0  14  14 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
611 A080   21   21  69  68 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  3  2  3  5
612 A081   25   25  23  23 0 0  1  1 0 0 0 0 4 4 0 0 0 0 0 0  2  2  0  0
613 A082   27   27  17  17 1 1  1  1 0 0 0 0 0 0 2 2 0 0 0 0  0  0  0  0
614 A083   14   14   6   6 1 1  1  1 0 0 0 0 0 0 0 0 0 0 1 1  0  0  0  0
615 A084   99  100 151 149 0 0  2  2 0 0 0 0 0 0 0 0 0 0 0 0 14 15  9  9
616 A085   42   42  38  38 2 2  3  3 0 0 0 0 0 0 0 0 0 0 0 0  5  5  0  0
617 A086   15   15  10  10 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  1  1  0  0
618 A087    5    5   4   4 0 0  1  1 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
619 A088    1    1   2   2 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
620 A089  116  116  96  96 0 0  6  6 0 0 0 0 0 0 1 1 0 0 0 0  2  2  3  3
621 A090   12   12  14  14 0 0  1  1 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0
622 A091  147  147  81  81 2 2  9  9 0 0 0 0 1 1 0 0 0 0 0 0  5  5  1  1
623 A092   19   19  35  35 0 0  0  0 0 0 0 0 1 1 0 0 0 0 0 0  1  1  0  0
624 A093   32   32  45  45 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  3  3  2  2
625 A094 174 174 207 207 2 2 4 4 0 0 0 0 0 0 0 0 0 0 0 0 13 13 2 2
626 A095   4   4   1   1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0
627 A096 131 131 104 104 0 0 2 2 0 0 0 0 0 0 1 1 0 0 1 1  2  2 2 2
628 A097  10  10  10  10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 1 1
629 A098  16  16  14  14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0
630 A099   5   5   4   4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  1  1 0 0
631 A100  25  25  20  20 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0  2  2 1 1
632 A101   0   0   5   5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0
633 A102   3   3   2   2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0
634 A103   0   0   4   4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0
635 A104   4   4   0   0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  1  1 0 0
636 A105   5   5   5   5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0
637 A106  11  11  12  12 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0  3  3 0 0
